,query1,query2,size,siamese_distance
4,AMD4,AMD2,"(496, 512)",62.234493255615234
3,AMD4,AMD13,"(496, 512)",62.29291915893555
18,AMD4,NORMAL13,"(496, 512)",62.32646942138672
25,AMD4,NORMAL6,"(496, 512)",62.349327087402344
19,AMD4,NORMAL14,"(496, 512)",62.51327896118164
11,AMD4,DME4,"(496, 512)",62.54160690307617
28,AMD4,NORMAL9,"(496, 512)",62.56774139404297
21,AMD4,NORMAL2,"(496, 512)",62.600563049316406
26,AMD4,NORMAL7,"(496, 512)",62.6280632019043
12,AMD4,DME5,"(496, 512)",62.69765090942383
5,AMD4,AMD5,"(496, 512)",62.7569465637207
9,AMD4,DME2,"(496, 512)",62.77457046508789
27,AMD4,NORMAL8,"(496, 512)",62.77717208862305
22,AMD4,NORMAL3,"(496, 512)",62.78543472290039
2,AMD4,AMD12,"(496, 512)",62.83484649658203
14,AMD4,NORMAL1,"(496, 512)",62.877445220947266
23,AMD4,NORMAL4,"(496, 512)",62.90333938598633
8,AMD4,DME1,"(496, 512)",62.93736267089844
13,AMD4,DME6,"(496, 512)",62.985870361328125
15,AMD4,NORMAL10,"(496, 512)",62.989742279052734
17,AMD4,NORMAL12,"(496, 512)",63.025970458984375
6,AMD4,AMD6,"(496, 512)",63.028194427490234
20,AMD4,NORMAL15,"(496, 512)",63.07958984375
0,AMD4,AMD1,"(496, 512)",63.12224578857422
7,AMD4,AMD8,"(496, 512)",63.31103515625
24,AMD4,NORMAL5,"(496, 512)",63.35818862915039
16,AMD4,NORMAL11,"(496, 512)",63.5232048034668
10,AMD4,DME3,"(496, 512)",63.56892395019531
1,AMD4,AMD11,"(496, 512)",63.60816955566406
