,query1,query2,size,siamese_distance
3,DME5,AMD13,"(496, 512)",62.31314468383789
4,DME5,AMD2,"(496, 512)",62.3382568359375
21,DME5,NORMAL2,"(496, 512)",62.34126281738281
12,DME5,DME4,"(496, 512)",62.382938385009766
6,DME5,AMD5,"(496, 512)",62.514076232910156
28,DME5,NORMAL9,"(496, 512)",62.56140899658203
17,DME5,NORMAL12,"(496, 512)",62.63750076293945
25,DME5,NORMAL6,"(496, 512)",62.68415832519531
5,DME5,AMD4,"(496, 512)",62.69765090942383
14,DME5,NORMAL1,"(496, 512)",62.72909164428711
19,DME5,NORMAL14,"(496, 512)",62.764713287353516
10,DME5,DME2,"(496, 512)",62.82300567626953
20,DME5,NORMAL15,"(496, 512)",62.855751037597656
26,DME5,NORMAL7,"(496, 512)",62.86985397338867
18,DME5,NORMAL13,"(496, 512)",62.87499237060547
2,DME5,AMD12,"(496, 512)",62.883663177490234
7,DME5,AMD6,"(496, 512)",62.90638732910156
13,DME5,DME6,"(496, 512)",62.9243049621582
27,DME5,NORMAL8,"(496, 512)",63.07112121582031
22,DME5,NORMAL3,"(496, 512)",63.07170104980469
9,DME5,DME1,"(496, 512)",63.09798812866211
15,DME5,NORMAL10,"(496, 512)",63.10321044921875
23,DME5,NORMAL4,"(496, 512)",63.162200927734375
0,DME5,AMD1,"(496, 512)",63.2272834777832
8,DME5,AMD8,"(496, 512)",63.24296569824219
16,DME5,NORMAL11,"(496, 512)",63.511024475097656
11,DME5,DME3,"(496, 512)",63.55040740966797
24,DME5,NORMAL5,"(496, 512)",63.57524871826172
1,DME5,AMD11,"(496, 512)",63.81550979614258
