,query1,query2,size,siamese_distance
24,DME1,NORMAL5,"(496, 512)",62.219017028808594
27,DME1,NORMAL8,"(496, 512)",62.44586944580078
23,DME1,NORMAL4,"(496, 512)",62.59367752075195
2,DME1,AMD12,"(496, 512)",62.62353515625
16,DME1,NORMAL11,"(496, 512)",62.63157653808594
0,DME1,AMD1,"(496, 512)",62.714759826660156
9,DME1,DME2,"(496, 512)",62.74782180786133
18,DME1,NORMAL13,"(496, 512)",62.776546478271484
5,DME1,AMD4,"(496, 512)",62.93736267089844
19,DME1,NORMAL14,"(496, 512)",62.95967102050781
28,DME1,NORMAL9,"(496, 512)",62.9773063659668
15,DME1,NORMAL10,"(496, 512)",63.03327941894531
4,DME1,AMD2,"(496, 512)",63.04206466674805
25,DME1,NORMAL6,"(496, 512)",63.05770492553711
12,DME1,DME5,"(496, 512)",63.09798812866211
21,DME1,NORMAL2,"(496, 512)",63.131900787353516
1,DME1,AMD11,"(496, 512)",63.1414794921875
3,DME1,AMD13,"(496, 512)",63.14917755126953
26,DME1,NORMAL7,"(496, 512)",63.23048782348633
22,DME1,NORMAL3,"(496, 512)",63.288997650146484
11,DME1,DME4,"(496, 512)",63.31871795654297
10,DME1,DME3,"(496, 512)",63.36488723754883
17,DME1,NORMAL12,"(496, 512)",63.421409606933594
14,DME1,NORMAL1,"(496, 512)",63.43806838989258
7,DME1,AMD6,"(496, 512)",63.51960372924805
6,DME1,AMD5,"(496, 512)",63.64635467529297
13,DME1,DME6,"(496, 512)",63.76484680175781
20,DME1,NORMAL15,"(496, 512)",63.89345932006836
8,DME1,AMD8,"(496, 512)",64.19316864013672
