,query1,query2,size,siamese_distance
17,NORMAL4,NORMAL8,"(496, 512)",61.87470245361328
13,NORMAL4,NORMAL3,"(496, 512)",61.877872467041016
10,NORMAL4,NORMAL14,"(496, 512)",61.88406753540039
7,NORMAL4,NORMAL10,"(496, 512)",61.887638092041016
9,NORMAL4,NORMAL13,"(496, 512)",61.88844680786133
16,NORMAL4,NORMAL7,"(496, 512)",61.8914794921875
15,NORMAL4,NORMAL6,"(496, 512)",61.920372009277344
1,NORMAL4,DME2,"(496, 512)",61.94219970703125
14,NORMAL4,NORMAL5,"(496, 512)",61.9688835144043
12,NORMAL4,NORMAL2,"(496, 512)",61.97049331665039
8,NORMAL4,NORMAL12,"(496, 512)",61.97099685668945
11,NORMAL4,NORMAL15,"(496, 512)",61.97637939453125
3,NORMAL4,DME4,"(496, 512)",61.97745895385742
18,NORMAL4,NORMAL9,"(496, 512)",61.981689453125
6,NORMAL4,NORMAL1,"(496, 512)",61.991912841796875
4,NORMAL4,DME5,"(496, 512)",62.001243591308594
0,NORMAL4,DME1,"(496, 512)",62.01048278808594
5,NORMAL4,DME6,"(496, 512)",62.021060943603516
2,NORMAL4,DME3,"(496, 512)",62.062294006347656
