,query1,query2,size,siamese_distance
2,NORMAL3,DME3,"(496, 512)",62.443931579589844
15,NORMAL3,NORMAL6,"(496, 512)",62.44489288330078
9,NORMAL3,NORMAL13,"(496, 512)",62.44529724121094
14,NORMAL3,NORMAL5,"(496, 512)",62.445865631103516
11,NORMAL3,NORMAL15,"(496, 512)",62.445980072021484
0,NORMAL3,DME1,"(496, 512)",62.44619369506836
17,NORMAL3,NORMAL8,"(496, 512)",62.44626235961914
13,NORMAL3,NORMAL4,"(496, 512)",62.4464225769043
5,NORMAL3,DME6,"(496, 512)",62.44654083251953
3,NORMAL3,DME4,"(496, 512)",62.44656753540039
7,NORMAL3,NORMAL10,"(496, 512)",62.44658279418945
10,NORMAL3,NORMAL14,"(496, 512)",62.44658660888672
8,NORMAL3,NORMAL12,"(496, 512)",62.44670867919922
18,NORMAL3,NORMAL9,"(496, 512)",62.44733810424805
1,NORMAL3,DME2,"(496, 512)",62.447601318359375
16,NORMAL3,NORMAL7,"(496, 512)",62.4486083984375
12,NORMAL3,NORMAL2,"(496, 512)",62.44886016845703
6,NORMAL3,NORMAL1,"(496, 512)",62.44933319091797
4,NORMAL3,DME5,"(496, 512)",62.45158386230469
