,query1,query2,size,siamese_distance
9,DME2,NORMAL14,"(496, 512)",61.930320739746094
6,DME2,NORMAL10,"(496, 512)",61.93678665161133
13,DME2,NORMAL4,"(496, 512)",61.94219970703125
12,DME2,NORMAL3,"(496, 512)",61.95574188232422
14,DME2,NORMAL5,"(496, 512)",61.958412170410156
8,DME2,NORMAL13,"(496, 512)",61.964996337890625
15,DME2,NORMAL6,"(496, 512)",61.9660758972168
17,DME2,NORMAL8,"(496, 512)",61.96698760986328
16,DME2,NORMAL7,"(496, 512)",61.97378158569336
0,DME2,DME1,"(496, 512)",62.01323699951172
10,DME2,NORMAL15,"(496, 512)",62.03878402709961
18,DME2,NORMAL9,"(496, 512)",62.044857025146484
2,DME2,DME4,"(496, 512)",62.04819107055664
11,DME2,NORMAL2,"(496, 512)",62.050392150878906
1,DME2,DME3,"(496, 512)",62.05050277709961
7,DME2,NORMAL12,"(496, 512)",62.05153274536133
3,DME2,DME5,"(496, 512)",62.054832458496094
5,DME2,NORMAL1,"(496, 512)",62.05628967285156
4,DME2,DME6,"(496, 512)",62.10089874267578
