,query1,query2,size,siamese_distance
7,DME6,NORMAL12,"(496, 512)",61.951969146728516
4,DME6,DME5,"(496, 512)",61.95769119262695
10,DME6,NORMAL15,"(496, 512)",61.958473205566406
5,DME6,NORMAL1,"(496, 512)",61.95874786376953
18,DME6,NORMAL9,"(496, 512)",61.96761703491211
11,DME6,NORMAL2,"(496, 512)",61.96772766113281
3,DME6,DME4,"(496, 512)",61.97600555419922
9,DME6,NORMAL14,"(496, 512)",62.00841522216797
16,DME6,NORMAL7,"(496, 512)",62.01252365112305
13,DME6,NORMAL4,"(496, 512)",62.021060943603516
8,DME6,NORMAL13,"(496, 512)",62.03861618041992
12,DME6,NORMAL3,"(496, 512)",62.03925323486328
17,DME6,NORMAL8,"(496, 512)",62.04873275756836
15,DME6,NORMAL6,"(496, 512)",62.04893112182617
6,DME6,NORMAL10,"(496, 512)",62.05354309082031
1,DME6,DME2,"(496, 512)",62.10089874267578
14,DME6,NORMAL5,"(496, 512)",62.11250686645508
0,DME6,DME1,"(496, 512)",62.16761779785156
2,DME6,DME3,"(496, 512)",62.21938705444336
