,query1,query2,size,siamese_distance
11,NORMAL6,NORMAL15,"(496, 512)",62.44382858276367
13,NORMAL6,NORMAL3,"(496, 512)",62.44489288330078
3,NORMAL6,DME4,"(496, 512)",62.445037841796875
8,NORMAL6,NORMAL12,"(496, 512)",62.44526290893555
2,NORMAL6,DME3,"(496, 512)",62.44528579711914
0,NORMAL6,DME1,"(496, 512)",62.44584274291992
5,NORMAL6,DME6,"(496, 512)",62.44584655761719
18,NORMAL6,NORMAL9,"(496, 512)",62.44668960571289
9,NORMAL6,NORMAL13,"(496, 512)",62.44697952270508
16,NORMAL6,NORMAL7,"(496, 512)",62.44712829589844
15,NORMAL6,NORMAL5,"(496, 512)",62.44744110107422
7,NORMAL6,NORMAL10,"(496, 512)",62.447628021240234
6,NORMAL6,NORMAL1,"(496, 512)",62.447669982910156
14,NORMAL6,NORMAL4,"(496, 512)",62.4477424621582
12,NORMAL6,NORMAL2,"(496, 512)",62.448020935058594
17,NORMAL6,NORMAL8,"(496, 512)",62.448081970214844
10,NORMAL6,NORMAL14,"(496, 512)",62.448280334472656
4,NORMAL6,DME5,"(496, 512)",62.449493408203125
1,NORMAL6,DME2,"(496, 512)",62.44975662231445
