,query1,query2,size,siamese_distance
10,DME3,NORMAL15,"(496, 512)",62.44281005859375
4,DME3,DME6,"(496, 512)",62.443634033203125
18,DME3,NORMAL9,"(496, 512)",62.44364929199219
12,DME3,NORMAL3,"(496, 512)",62.443931579589844
16,DME3,NORMAL7,"(496, 512)",62.4439582824707
2,DME3,DME4,"(496, 512)",62.4441032409668
8,DME3,NORMAL13,"(496, 512)",62.4442024230957
9,DME3,NORMAL14,"(496, 512)",62.4442138671875
13,DME3,NORMAL4,"(496, 512)",62.4446907043457
7,DME3,NORMAL12,"(496, 512)",62.44496154785156
15,DME3,NORMAL6,"(496, 512)",62.44528579711914
14,DME3,NORMAL5,"(496, 512)",62.4453125
6,DME3,NORMAL10,"(496, 512)",62.44554901123047
5,DME3,NORMAL1,"(496, 512)",62.44679641723633
1,DME3,DME2,"(496, 512)",62.44704055786133
11,DME3,NORMAL2,"(496, 512)",62.44709777832031
17,DME3,NORMAL8,"(496, 512)",62.44715881347656
0,DME3,DME1,"(496, 512)",62.44813919067383
3,DME3,DME5,"(496, 512)",62.44829177856445
