,query1,query2,size,siamese_distance
14,DME1,NORMAL5,"(496, 512)",61.91270065307617
1,DME1,DME3,"(496, 512)",61.95121765136719
6,DME1,NORMAL10,"(496, 512)",61.99260711669922
13,DME1,NORMAL4,"(496, 512)",62.01048278808594
0,DME1,DME2,"(496, 512)",62.01323699951172
16,DME1,NORMAL7,"(496, 512)",62.0190544128418
17,DME1,NORMAL8,"(496, 512)",62.02045822143555
9,DME1,NORMAL14,"(496, 512)",62.02058410644531
12,DME1,NORMAL3,"(496, 512)",62.025001525878906
8,DME1,NORMAL13,"(496, 512)",62.03516387939453
15,DME1,NORMAL6,"(496, 512)",62.044036865234375
11,DME1,NORMAL2,"(496, 512)",62.08833312988281
2,DME1,DME4,"(496, 512)",62.105899810791016
18,DME1,NORMAL9,"(496, 512)",62.11069107055664
5,DME1,NORMAL1,"(496, 512)",62.114532470703125
7,DME1,NORMAL12,"(496, 512)",62.118099212646484
10,DME1,NORMAL15,"(496, 512)",62.127254486083984
3,DME1,DME5,"(496, 512)",62.13643264770508
4,DME1,DME6,"(496, 512)",62.16761779785156
