,query1,query2,size,siamese_distance
0,NORMAL15,DME1,"(496, 512)",62.223976135253906
2,NORMAL15,DME3,"(496, 512)",62.22754669189453
14,NORMAL15,NORMAL5,"(496, 512)",62.26763153076172
1,NORMAL15,DME2,"(496, 512)",62.27376937866211
7,NORMAL15,NORMAL10,"(496, 512)",62.29611587524414
17,NORMAL15,NORMAL8,"(496, 512)",62.31752014160156
5,NORMAL15,DME6,"(496, 512)",62.32140350341797
16,NORMAL15,NORMAL7,"(496, 512)",62.32175827026367
4,NORMAL15,DME5,"(496, 512)",62.339439392089844
9,NORMAL15,NORMAL13,"(496, 512)",62.341468811035156
12,NORMAL15,NORMAL3,"(496, 512)",62.34479904174805
15,NORMAL15,NORMAL6,"(496, 512)",62.34663772583008
10,NORMAL15,NORMAL14,"(496, 512)",62.34843826293945
11,NORMAL15,NORMAL2,"(496, 512)",62.359046936035156
13,NORMAL15,NORMAL4,"(496, 512)",62.36035919189453
6,NORMAL15,NORMAL1,"(496, 512)",62.381717681884766
3,NORMAL15,DME4,"(496, 512)",62.40216827392578
18,NORMAL15,NORMAL9,"(496, 512)",62.40488052368164
8,NORMAL15,NORMAL12,"(496, 512)",62.405879974365234
