,query1,query2,size,siamese_distance
14,NORMAL8,NORMAL4,"(496, 512)",61.87470245361328
10,NORMAL8,NORMAL14,"(496, 512)",61.89777374267578
13,NORMAL8,NORMAL3,"(496, 512)",61.904083251953125
9,NORMAL8,NORMAL13,"(496, 512)",61.905189514160156
17,NORMAL8,NORMAL7,"(496, 512)",61.91788864135742
7,NORMAL8,NORMAL10,"(496, 512)",61.92095947265625
16,NORMAL8,NORMAL6,"(496, 512)",61.9261360168457
1,NORMAL8,DME2,"(496, 512)",61.96698760986328
15,NORMAL8,NORMAL5,"(496, 512)",61.97486114501953
8,NORMAL8,NORMAL12,"(496, 512)",61.98291015625
12,NORMAL8,NORMAL2,"(496, 512)",61.98794937133789
18,NORMAL8,NORMAL9,"(496, 512)",61.98935317993164
3,NORMAL8,DME4,"(496, 512)",61.99285888671875
11,NORMAL8,NORMAL15,"(496, 512)",61.996604919433594
6,NORMAL8,NORMAL1,"(496, 512)",62.007408142089844
4,NORMAL8,DME5,"(496, 512)",62.01097106933594
0,NORMAL8,DME1,"(496, 512)",62.02045822143555
5,NORMAL8,DME6,"(496, 512)",62.04873275756836
2,NORMAL8,DME3,"(496, 512)",62.090946197509766
