,query1,query2,size,siamese_distance
2,DME4,DME3,"(496, 512)",62.4441032409668
8,DME4,NORMAL13,"(496, 512)",62.4447021484375
15,DME4,NORMAL6,"(496, 512)",62.445037841796875
0,DME4,DME1,"(496, 512)",62.44514846801758
12,DME4,NORMAL3,"(496, 512)",62.44656753540039
14,DME4,NORMAL5,"(496, 512)",62.44675827026367
10,DME4,NORMAL15,"(496, 512)",62.44676208496094
18,DME4,NORMAL9,"(496, 512)",62.44693374633789
17,DME4,NORMAL8,"(496, 512)",62.44706726074219
16,DME4,NORMAL7,"(496, 512)",62.447235107421875
13,DME4,NORMAL4,"(496, 512)",62.447296142578125
6,DME4,NORMAL10,"(496, 512)",62.44739532470703
7,DME4,NORMAL12,"(496, 512)",62.447547912597656
9,DME4,NORMAL14,"(496, 512)",62.447689056396484
5,DME4,NORMAL1,"(496, 512)",62.448089599609375
11,DME4,NORMAL2,"(496, 512)",62.448204040527344
1,DME4,DME2,"(496, 512)",62.44831848144531
4,DME4,DME6,"(496, 512)",62.449337005615234
3,DME4,DME5,"(496, 512)",62.450645446777344
