,query1,query2,size,siamese_distance
8,NORMAL12,NORMAL13,"(496, 512)",62.44425582885742
2,NORMAL12,DME3,"(496, 512)",62.44496154785156
0,NORMAL12,DME1,"(496, 512)",62.445037841796875
15,NORMAL12,NORMAL6,"(496, 512)",62.44526290893555
13,NORMAL12,NORMAL4,"(496, 512)",62.44597625732422
7,NORMAL12,NORMAL10,"(496, 512)",62.44609832763672
12,NORMAL12,NORMAL3,"(496, 512)",62.44670867919922
17,NORMAL12,NORMAL8,"(496, 512)",62.44690704345703
9,NORMAL12,NORMAL14,"(496, 512)",62.44710922241211
14,NORMAL12,NORMAL5,"(496, 512)",62.447147369384766
1,NORMAL12,DME2,"(496, 512)",62.447444915771484
3,NORMAL12,DME4,"(496, 512)",62.447547912597656
10,NORMAL12,NORMAL15,"(496, 512)",62.447669982910156
5,NORMAL12,DME6,"(496, 512)",62.44780731201172
18,NORMAL12,NORMAL9,"(496, 512)",62.44803237915039
16,NORMAL12,NORMAL7,"(496, 512)",62.448177337646484
4,NORMAL12,DME5,"(496, 512)",62.44994354248047
6,NORMAL12,NORMAL1,"(496, 512)",62.450130462646484
11,NORMAL12,NORMAL2,"(496, 512)",62.4504508972168
