,query1,query2,size,siamese_distance,time
15,NORMAL12,NORMAL1,"(496, 512)",63.31639862060547,0.3170921802520752
19,NORMAL12,NORMAL15,"(496, 512)",63.37018585205078,0.2968785762786865
9,NORMAL12,DME4,"(496, 512)",63.54231643676758,0.29894351959228516
21,NORMAL12,NORMAL3,"(496, 512)",63.5970344543457,0.2968604564666748
20,NORMAL12,NORMAL2,"(496, 512)",63.66167068481445,0.2990860939025879
16,NORMAL12,NORMAL10,"(496, 512)",63.727439880371094,0.2968766689300537
12,NORMAL12,DME7,"(496, 512)",63.84980773925781,0.25002264976501465
3,NORMAL12,DME12,"(496, 512)",63.85404586791992,0.25240111351013184
22,NORMAL12,NORMAL4,"(496, 512)",63.86035919189453,0.30139899253845215
24,NORMAL12,NORMAL6,"(496, 512)",63.89382553100586,0.31486988067626953
11,NORMAL12,DME6,"(496, 512)",63.89899826049805,0.31497955322265625
25,NORMAL12,NORMAL7,"(496, 512)",63.916873931884766,0.3146083354949951
27,NORMAL12,NORMAL9,"(496, 512)",63.93992614746094,0.29947805404663086
10,NORMAL12,DME5,"(496, 512)",63.94522476196289,0.29685401916503906
26,NORMAL12,NORMAL8,"(496, 512)",63.97968292236328,0.29689717292785645
6,NORMAL12,DME15,"(496, 512)",64.07315063476562,0.25235843658447266
17,NORMAL12,NORMAL13,"(496, 512)",64.0917739868164,0.3145430088043213
13,NORMAL12,DME8,"(496, 512)",64.16881561279297,0.2678649425506592
0,NORMAL12,DME1,"(496, 512)",64.17371368408203,0.2968935966491699
18,NORMAL12,NORMAL14,"(496, 512)",64.24779510498047,0.3149068355560303
4,NORMAL12,DME13,"(496, 512)",64.42615509033203,0.2343730926513672
23,NORMAL12,NORMAL5,"(496, 512)",64.46981811523438,0.29686665534973145
14,NORMAL12,DME9,"(496, 512)",64.72090911865234,0.2499995231628418
7,NORMAL12,DME2,"(496, 512)",64.94992065429688,0.30133986473083496
5,NORMAL12,DME14,"(496, 512)",65.08283233642578,0.25002288818359375
1,NORMAL12,DME10,"(496, 512)",65.44743347167969,0.17392706871032715
2,NORMAL12,DME11,"(496, 512)",65.59392547607422,0.2499985694885254
8,NORMAL12,DME3,"(496, 512)",65.66767883300781,0.2969043254852295
