,query1,query2,size,siamese_distance,time
18,NORMAL9,NORMAL13,"(496, 512)",62.95686721801758,0.2968766689300537
6,NORMAL9,DME15,"(496, 512)",63.20527648925781,0.2523341178894043
23,NORMAL9,NORMAL4,"(496, 512)",63.21282958984375,0.29056286811828613
19,NORMAL9,NORMAL14,"(496, 512)",63.30011749267578,0.30149292945861816
10,NORMAL9,DME5,"(496, 512)",63.33951950073242,0.2992892265319824
11,NORMAL9,DME6,"(496, 512)",63.509212493896484,0.3013315200805664
3,NORMAL9,DME12,"(496, 512)",63.5222053527832,0.2500002384185791
12,NORMAL9,DME7,"(496, 512)",63.58849334716797,0.2344052791595459
16,NORMAL9,NORMAL10,"(496, 512)",63.630775451660156,0.2968740463256836
26,NORMAL9,NORMAL7,"(496, 512)",63.65289306640625,0.29900622367858887
0,NORMAL9,DME1,"(496, 512)",63.67885208129883,0.29688191413879395
13,NORMAL9,DME8,"(496, 512)",63.70005798339844,0.2365264892578125
27,NORMAL9,NORMAL8,"(496, 512)",63.765411376953125,0.29689598083496094
24,NORMAL9,NORMAL5,"(496, 512)",63.793800354003906,0.30156564712524414
25,NORMAL9,NORMAL6,"(496, 512)",63.93337631225586,0.29689788818359375
17,NORMAL9,NORMAL12,"(496, 512)",63.93992614746094,0.2991518974304199
22,NORMAL9,NORMAL3,"(496, 512)",63.94266891479492,0.305422306060791
21,NORMAL9,NORMAL2,"(496, 512)",63.950931549072266,0.29897093772888184
15,NORMAL9,NORMAL1,"(496, 512)",63.982513427734375,0.29921698570251465
20,NORMAL9,NORMAL15,"(496, 512)",64.04524993896484,0.2968475818634033
9,NORMAL9,DME4,"(496, 512)",64.0466537475586,0.2968730926513672
4,NORMAL9,DME13,"(496, 512)",64.11369323730469,0.23905134201049805
14,NORMAL9,DME9,"(496, 512)",64.48423767089844,0.25003504753112793
7,NORMAL9,DME2,"(496, 512)",64.52908325195312,0.29689621925354004
5,NORMAL9,DME14,"(496, 512)",64.88134002685547,0.25002193450927734
1,NORMAL9,DME10,"(496, 512)",65.1416015625,0.17186760902404785
2,NORMAL9,DME11,"(496, 512)",65.14998626708984,0.25206708908081055
8,NORMAL9,DME3,"(496, 512)",65.66780090332031,0.29900312423706055
