,query1,query2,size,siamese_distance
21,NORMAL15,NORMAL3,"(496, 512)",63.18505096435547
24,NORMAL15,NORMAL6,"(496, 512)",63.350250244140625
17,NORMAL15,NORMAL12,"(496, 512)",63.37018585205078
15,NORMAL15,NORMAL1,"(496, 512)",63.42119216918945
12,NORMAL15,DME7,"(496, 512)",63.51999282836914
26,NORMAL15,NORMAL8,"(496, 512)",63.53438949584961
3,NORMAL15,DME12,"(496, 512)",63.567047119140625
9,NORMAL15,DME4,"(496, 512)",63.60334396362305
25,NORMAL15,NORMAL7,"(496, 512)",63.65359115600586
11,NORMAL15,DME6,"(496, 512)",63.70729064941406
16,NORMAL15,NORMAL10,"(496, 512)",63.73011779785156
22,NORMAL15,NORMAL4,"(496, 512)",63.73351287841797
10,NORMAL15,DME5,"(496, 512)",63.74412155151367
20,NORMAL15,NORMAL2,"(496, 512)",63.838138580322266
6,NORMAL15,DME15,"(496, 512)",63.879638671875
0,NORMAL15,DME1,"(496, 512)",63.882205963134766
13,NORMAL15,DME8,"(496, 512)",63.95847702026367
27,NORMAL15,NORMAL9,"(496, 512)",64.04524993896484
23,NORMAL15,NORMAL5,"(496, 512)",64.04862976074219
4,NORMAL15,DME13,"(496, 512)",64.09274291992188
19,NORMAL15,NORMAL14,"(496, 512)",64.12181091308594
18,NORMAL15,NORMAL13,"(496, 512)",64.20024871826172
14,NORMAL15,DME9,"(496, 512)",64.55670166015625
7,NORMAL15,DME2,"(496, 512)",64.63231658935547
5,NORMAL15,DME14,"(496, 512)",64.95882415771484
1,NORMAL15,DME10,"(496, 512)",65.2824935913086
2,NORMAL15,DME11,"(496, 512)",65.36417388916016
8,NORMAL15,DME3,"(496, 512)",65.63727569580078
