,query1,query2,size,siamese_distance
8,NORMAL6,DME3,"(496, 512)",61.04216766357422
2,NORMAL6,DME11,"(496, 512)",61.185359954833984
1,NORMAL6,DME10,"(496, 512)",61.242637634277344
5,NORMAL6,DME14,"(496, 512)",61.30546951293945
7,NORMAL6,DME2,"(496, 512)",61.31816482543945
6,NORMAL6,DME15,"(496, 512)",61.35763168334961
27,NORMAL6,NORMAL9,"(496, 512)",61.38920211791992
23,NORMAL6,NORMAL4,"(496, 512)",61.397586822509766
4,NORMAL6,DME13,"(496, 512)",61.41733169555664
0,NORMAL6,DME1,"(496, 512)",61.42161178588867
18,NORMAL6,NORMAL13,"(496, 512)",61.431095123291016
24,NORMAL6,NORMAL5,"(496, 512)",61.4552116394043
13,NORMAL6,DME8,"(496, 512)",61.46933364868164
14,NORMAL6,DME9,"(496, 512)",61.47079849243164
11,NORMAL6,DME6,"(496, 512)",61.47483444213867
9,NORMAL6,DME4,"(496, 512)",61.476783752441406
19,NORMAL6,NORMAL14,"(496, 512)",61.52151107788086
3,NORMAL6,DME12,"(496, 512)",61.56233215332031
26,NORMAL6,NORMAL8,"(496, 512)",61.57558822631836
12,NORMAL6,DME7,"(496, 512)",61.646244049072266
17,NORMAL6,NORMAL12,"(496, 512)",61.65428924560547
10,NORMAL6,DME5,"(496, 512)",61.655601501464844
20,NORMAL6,NORMAL15,"(496, 512)",61.705081939697266
21,NORMAL6,NORMAL2,"(496, 512)",61.71763610839844
16,NORMAL6,NORMAL10,"(496, 512)",61.71828079223633
25,NORMAL6,NORMAL7,"(496, 512)",61.744117736816406
15,NORMAL6,NORMAL1,"(496, 512)",61.863059997558594
22,NORMAL6,NORMAL3,"(496, 512)",61.904476165771484
