,query1,query2,size,siamese_distance
8,NORMAL4,DME3,"(496, 512)",61.1127815246582
1,NORMAL4,DME10,"(496, 512)",61.26445770263672
7,NORMAL4,DME2,"(496, 512)",61.268470764160156
2,NORMAL4,DME11,"(496, 512)",61.27892303466797
22,NORMAL4,NORMAL3,"(496, 512)",61.36735916137695
15,NORMAL4,NORMAL1,"(496, 512)",61.3731575012207
24,NORMAL4,NORMAL6,"(496, 512)",61.397586822509766
5,NORMAL4,DME14,"(496, 512)",61.428489685058594
17,NORMAL4,NORMAL12,"(496, 512)",61.441314697265625
19,NORMAL4,NORMAL14,"(496, 512)",61.45391082763672
25,NORMAL4,NORMAL7,"(496, 512)",61.46750259399414
16,NORMAL4,NORMAL10,"(496, 512)",61.481658935546875
21,NORMAL4,NORMAL2,"(496, 512)",61.488075256347656
14,NORMAL4,DME9,"(496, 512)",61.52871322631836
4,NORMAL4,DME13,"(496, 512)",61.552066802978516
9,NORMAL4,DME4,"(496, 512)",61.56717300415039
20,NORMAL4,NORMAL15,"(496, 512)",61.57903289794922
23,NORMAL4,NORMAL5,"(496, 512)",61.59669876098633
18,NORMAL4,NORMAL13,"(496, 512)",61.6302604675293
13,NORMAL4,DME8,"(496, 512)",61.64870071411133
10,NORMAL4,DME5,"(496, 512)",61.7054443359375
0,NORMAL4,DME1,"(496, 512)",61.71246337890625
27,NORMAL4,NORMAL9,"(496, 512)",61.730533599853516
26,NORMAL4,NORMAL8,"(496, 512)",61.73502731323242
12,NORMAL4,DME7,"(496, 512)",61.7470703125
3,NORMAL4,DME12,"(496, 512)",61.7647590637207
11,NORMAL4,DME6,"(496, 512)",61.827266693115234
6,NORMAL4,DME15,"(496, 512)",61.84813690185547
