,query1,query2,size,siamese_distance
8,DME5,DME3,"(496, 512)",61.207237243652344
1,DME5,DME10,"(496, 512)",61.35639572143555
7,DME5,DME2,"(496, 512)",61.384239196777344
2,DME5,DME11,"(496, 512)",61.400543212890625
18,DME5,NORMAL14,"(496, 512)",61.43849563598633
9,DME5,DME4,"(496, 512)",61.44340515136719
23,DME5,NORMAL5,"(496, 512)",61.470863342285156
12,DME5,DME8,"(496, 512)",61.4891357421875
0,DME5,DME1,"(496, 512)",61.49045944213867
5,DME5,DME14,"(496, 512)",61.50809097290039
19,DME5,NORMAL15,"(496, 512)",61.52867126464844
16,DME5,NORMAL12,"(496, 512)",61.55791473388672
4,DME5,DME13,"(496, 512)",61.560638427734375
13,DME5,DME9,"(496, 512)",61.5687141418457
14,DME5,NORMAL1,"(496, 512)",61.58064270019531
21,DME5,NORMAL3,"(496, 512)",61.584716796875
20,DME5,NORMAL2,"(496, 512)",61.605316162109375
17,DME5,NORMAL13,"(496, 512)",61.635597229003906
24,DME5,NORMAL6,"(496, 512)",61.655601501464844
25,DME5,NORMAL7,"(496, 512)",61.67817687988281
27,DME5,NORMAL9,"(496, 512)",61.69401168823242
22,DME5,NORMAL4,"(496, 512)",61.7054443359375
6,DME5,DME15,"(496, 512)",61.751155853271484
10,DME5,DME6,"(496, 512)",61.787784576416016
11,DME5,DME7,"(496, 512)",61.79975891113281
26,DME5,NORMAL8,"(496, 512)",61.85281753540039
15,DME5,NORMAL10,"(496, 512)",61.88553237915039
3,DME5,DME12,"(496, 512)",61.90169143676758
