,query1,query2,size,siamese_distance
14,DME10,NORMAL1,"(496, 512)",61.012210845947266
8,DME10,DME4,"(496, 512)",61.029563903808594
21,DME10,NORMAL3,"(496, 512)",61.08214569091797
19,DME10,NORMAL15,"(496, 512)",61.088661193847656
16,DME10,NORMAL12,"(496, 512)",61.11391830444336
26,DME10,NORMAL8,"(496, 512)",61.192264556884766
20,DME10,NORMAL2,"(496, 512)",61.229454040527344
15,DME10,NORMAL10,"(496, 512)",61.23925018310547
24,DME10,NORMAL6,"(496, 512)",61.242637634277344
10,DME10,DME6,"(496, 512)",61.25366973876953
22,DME10,NORMAL4,"(496, 512)",61.26445770263672
25,DME10,NORMAL7,"(496, 512)",61.2670783996582
18,DME10,NORMAL14,"(496, 512)",61.29986572265625
17,DME10,NORMAL13,"(496, 512)",61.32864761352539
2,DME10,DME12,"(496, 512)",61.342979431152344
9,DME10,DME5,"(496, 512)",61.35639572143555
27,DME10,NORMAL9,"(496, 512)",61.36434555053711
23,DME10,NORMAL5,"(496, 512)",61.388771057128906
12,DME10,DME8,"(496, 512)",61.39802932739258
11,DME10,DME7,"(496, 512)",61.39929962158203
5,DME10,DME15,"(496, 512)",61.40242004394531
0,DME10,DME1,"(496, 512)",61.4181022644043
7,DME10,DME3,"(496, 512)",61.56317901611328
4,DME10,DME14,"(496, 512)",61.622379302978516
6,DME10,DME2,"(496, 512)",61.65121841430664
1,DME10,DME11,"(496, 512)",61.69873046875
3,DME10,DME13,"(496, 512)",61.70168685913086
13,DME10,DME9,"(496, 512)",61.83217239379883
