,query1,query2,size,siamese_distance
8,NORMAL8,DME3,"(496, 512)",61.031192779541016
2,NORMAL8,DME11,"(496, 512)",61.17043685913086
7,NORMAL8,DME2,"(496, 512)",61.19034194946289
1,NORMAL8,DME10,"(496, 512)",61.192264556884766
19,NORMAL8,NORMAL14,"(496, 512)",61.256099700927734
5,NORMAL8,DME14,"(496, 512)",61.311527252197266
24,NORMAL8,NORMAL5,"(496, 512)",61.38740921020508
14,NORMAL8,DME9,"(496, 512)",61.40557098388672
18,NORMAL8,NORMAL13,"(496, 512)",61.41769027709961
4,NORMAL8,DME13,"(496, 512)",61.441558837890625
27,NORMAL8,NORMAL9,"(496, 512)",61.44340896606445
13,NORMAL8,DME8,"(496, 512)",61.488643646240234
26,NORMAL8,NORMAL7,"(496, 512)",61.49164581298828
0,NORMAL8,DME1,"(496, 512)",61.503761291503906
22,NORMAL8,NORMAL3,"(496, 512)",61.50539779663086
21,NORMAL8,NORMAL2,"(496, 512)",61.521846771240234
15,NORMAL8,NORMAL1,"(496, 512)",61.54157257080078
25,NORMAL8,NORMAL6,"(496, 512)",61.57558822631836
9,NORMAL8,DME4,"(496, 512)",61.576751708984375
17,NORMAL8,NORMAL12,"(496, 512)",61.58549499511719
6,NORMAL8,DME15,"(496, 512)",61.698490142822266
12,NORMAL8,DME7,"(496, 512)",61.70380401611328
23,NORMAL8,NORMAL4,"(496, 512)",61.73502731323242
20,NORMAL8,NORMAL15,"(496, 512)",61.7548942565918
16,NORMAL8,NORMAL10,"(496, 512)",61.79703140258789
11,NORMAL8,DME6,"(496, 512)",61.810760498046875
10,NORMAL8,DME5,"(496, 512)",61.85281753540039
3,NORMAL8,DME12,"(496, 512)",61.8913688659668
