,query1,query2,size,siamese_distance,time
19,DME2,DME13,"(496, 512)",62.18541717529297,0.26561570167541504
28,DME2,DME9,"(496, 512)",62.26162338256836,0.2655951976776123
3,DME2,AMD12,"(496, 512)",62.27756118774414,0.18752121925354004
9,DME2,AMD4,"(496, 512)",62.29123306274414,0.1874995231628418
5,DME2,AMD14,"(496, 512)",62.32398986816406,0.2968742847442627
20,DME2,DME14,"(496, 512)",62.33390426635742,0.2500009536743164
14,DME2,AMD9,"(496, 512)",62.33776092529297,0.28122949600219727
0,DME2,AMD1,"(496, 512)",62.34370040893555,0.21874690055847168
26,DME2,DME7,"(496, 512)",62.34587097167969,0.24997353553771973
27,DME2,DME8,"(496, 512)",62.36481857299805,0.2656538486480713
17,DME2,DME11,"(496, 512)",62.37947082519531,0.28124427795410156
11,DME2,AMD6,"(496, 512)",62.41617202758789,0.1875004768371582
21,DME2,DME15,"(496, 512)",62.417118072509766,0.26563072204589844
24,DME2,DME5,"(496, 512)",62.422752380371094,0.3124809265136719
15,DME2,DME1,"(496, 512)",62.4236946105957,0.3125269412994385
7,DME2,AMD2,"(496, 512)",62.442378997802734,0.21871495246887207
6,DME2,AMD15,"(496, 512)",62.451805114746094,0.20315051078796387
18,DME2,DME12,"(496, 512)",62.46168518066406,0.26563239097595215
4,DME2,AMD13,"(496, 512)",62.502254486083984,0.18750882148742676
16,DME2,DME10,"(496, 512)",62.50405502319336,0.1875009536743164
12,DME2,AMD7,"(496, 512)",62.50651168823242,0.29685378074645996
25,DME2,DME6,"(496, 512)",62.509159088134766,0.3281528949737549
22,DME2,DME3,"(496, 512)",62.53389358520508,0.2968480587005615
13,DME2,AMD8,"(496, 512)",62.54977798461914,0.17189598083496094
23,DME2,DME4,"(496, 512)",62.56191635131836,0.3125185966491699
10,DME2,AMD5,"(496, 512)",62.651695251464844,0.1718742847442627
2,DME2,AMD11,"(496, 512)",62.684749603271484,0.1874992847442627
1,DME2,AMD10,"(496, 512)",63.097862243652344,0.3125002384185791
8,DME2,AMD3,"(496, 512)",63.282493591308594,0.18750286102294922
