,query1,query2,size,siamese_distance,time
0,NORMAL2,AMD1,"(496, 512)",62.24673080444336,0.20311284065246582
16,NORMAL2,NORMAL10,"(496, 512)",62.25947952270508,0.2992093563079834
23,NORMAL2,NORMAL5,"(496, 512)",62.25967025756836,0.2991344928741455
20,NORMAL2,NORMAL15,"(496, 512)",62.28230285644531,0.3125007152557373
4,NORMAL2,AMD13,"(496, 512)",62.307682037353516,0.19196057319641113
24,NORMAL2,NORMAL6,"(496, 512)",62.31220626831055,0.29688167572021484
14,NORMAL2,AMD9,"(496, 512)",62.3237419128418,0.2989981174468994
13,NORMAL2,AMD8,"(496, 512)",62.34527587890625,0.17185401916503906
19,NORMAL2,NORMAL14,"(496, 512)",62.349544525146484,0.2858700752258301
25,NORMAL2,NORMAL7,"(496, 512)",62.357879638671875,0.29917407035827637
18,NORMAL2,NORMAL13,"(496, 512)",62.370243072509766,0.29689764976501465
5,NORMAL2,AMD14,"(496, 512)",62.406410217285156,0.28125858306884766
17,NORMAL2,NORMAL12,"(496, 512)",62.40684509277344,0.2834618091583252
3,NORMAL2,AMD12,"(496, 512)",62.41802978515625,0.17187166213989258
7,NORMAL2,AMD2,"(496, 512)",62.4224967956543,0.20310354232788086
26,NORMAL2,NORMAL8,"(496, 512)",62.44501876831055,0.28570079803466797
21,NORMAL2,NORMAL3,"(496, 512)",62.45637130737305,0.29920196533203125
8,NORMAL2,AMD3,"(496, 512)",62.47591781616211,0.20314669609069824
22,NORMAL2,NORMAL4,"(496, 512)",62.490806579589844,0.2968745231628418
15,NORMAL2,NORMAL1,"(496, 512)",62.495243072509766,0.28127169609069824
2,NORMAL2,AMD11,"(496, 512)",62.514442443847656,0.1875
12,NORMAL2,AMD7,"(496, 512)",62.51935577392578,0.30141592025756836
27,NORMAL2,NORMAL9,"(496, 512)",62.5441780090332,0.31252336502075195
10,NORMAL2,AMD5,"(496, 512)",62.54586410522461,0.1875004768371582
1,NORMAL2,AMD10,"(496, 512)",62.56643295288086,0.2836434841156006
11,NORMAL2,AMD6,"(496, 512)",62.584800720214844,0.171875
6,NORMAL2,AMD15,"(496, 512)",62.61026382446289,0.2053678035736084
9,NORMAL2,AMD4,"(496, 512)",62.76848602294922,0.174208402633667
