,query1,query2,size,siamese_distance,time
0,NORMAL4,AMD1,"(496, 512)",62.21461868286133,0.2071371078491211
23,NORMAL4,NORMAL5,"(496, 512)",62.28961944580078,0.29688191413879395
4,NORMAL4,AMD13,"(496, 512)",62.31691360473633,0.17185425758361816
26,NORMAL4,NORMAL8,"(496, 512)",62.35801696777344,0.2990744113922119
16,NORMAL4,NORMAL10,"(496, 512)",62.3740119934082,0.29689693450927734
5,NORMAL4,AMD14,"(496, 512)",62.37803649902344,0.2835428714752197
14,NORMAL4,AMD9,"(496, 512)",62.401580810546875,0.28122687339782715
27,NORMAL4,NORMAL9,"(496, 512)",62.418975830078125,0.2968442440032959
20,NORMAL4,NORMAL15,"(496, 512)",62.4201774597168,0.29688024520874023
7,NORMAL4,AMD2,"(496, 512)",62.42335510253906,0.20310449600219727
17,NORMAL4,NORMAL12,"(496, 512)",62.424659729003906,0.28369784355163574
1,NORMAL4,AMD10,"(496, 512)",62.42485427856445,0.29689764976501465
8,NORMAL4,AMD3,"(496, 512)",62.43534851074219,0.18978476524353027
2,NORMAL4,AMD11,"(496, 512)",62.443241119384766,0.17188119888305664
22,NORMAL4,NORMAL3,"(496, 512)",62.44474792480469,0.2989957332611084
11,NORMAL4,AMD6,"(496, 512)",62.44538116455078,0.17644166946411133
3,NORMAL4,AMD12,"(496, 512)",62.45157241821289,0.17414569854736328
25,NORMAL4,NORMAL7,"(496, 512)",62.457881927490234,0.2968738079071045
13,NORMAL4,AMD8,"(496, 512)",62.474308013916016,0.15840554237365723
21,NORMAL4,NORMAL2,"(496, 512)",62.490806579589844,0.2991030216217041
24,NORMAL4,NORMAL6,"(496, 512)",62.493873596191406,0.301668643951416
15,NORMAL4,NORMAL1,"(496, 512)",62.49654769897461,0.2991065979003906
19,NORMAL4,NORMAL14,"(496, 512)",62.497764587402344,0.30139851570129395
18,NORMAL4,NORMAL13,"(496, 512)",62.4979133605957,0.29685187339782715
10,NORMAL4,AMD5,"(496, 512)",62.5057258605957,0.1718740463256836
9,NORMAL4,AMD4,"(496, 512)",62.544769287109375,0.17186832427978516
12,NORMAL4,AMD7,"(496, 512)",62.57575607299805,0.29688167572021484
6,NORMAL4,AMD15,"(496, 512)",62.6069450378418,0.20312285423278809
