,query1,query2,size,siamese_distance,time
2,AMD14,AMD11,"(496, 512)",62.21761703491211,0.1718733310699463
1,AMD14,AMD10,"(496, 512)",62.239784240722656,0.2833669185638428
0,AMD14,AMD1,"(496, 512)",62.274192810058594,0.20312213897705078
14,AMD14,NORMAL1,"(496, 512)",62.32103729248047,0.2836637496948242
4,AMD14,AMD13,"(496, 512)",62.33206558227539,0.1743330955505371
13,AMD14,AMD9,"(496, 512)",62.33287048339844,0.28338170051574707
6,AMD14,AMD2,"(496, 512)",62.34393310546875,0.1875
23,AMD14,NORMAL5,"(496, 512)",62.34584045410156,0.3012528419494629
21,AMD14,NORMAL3,"(496, 512)",62.34870529174805,0.296846866607666
24,AMD14,NORMAL6,"(496, 512)",62.3619499206543,0.2969067096710205
16,AMD14,NORMAL12,"(496, 512)",62.36317825317383,0.301433801651001
25,AMD14,NORMAL7,"(496, 512)",62.363861083984375,0.2993292808532715
17,AMD14,NORMAL13,"(496, 512)",62.36448669433594,0.29686951637268066
12,AMD14,AMD8,"(496, 512)",62.37427520751953,0.1718757152557373
22,AMD14,NORMAL4,"(496, 512)",62.37803649902344,0.2992134094238281
10,AMD14,AMD6,"(496, 512)",62.404808044433594,0.1765449047088623
20,AMD14,NORMAL2,"(496, 512)",62.406410217285156,0.29911255836486816
18,AMD14,NORMAL14,"(496, 512)",62.42564010620117,0.2835721969604492
27,AMD14,NORMAL9,"(496, 512)",62.44544219970703,0.29903316497802734
7,AMD14,AMD3,"(496, 512)",62.44736099243164,0.18958544731140137
15,AMD14,NORMAL10,"(496, 512)",62.457542419433594,0.2812530994415283
19,AMD14,NORMAL15,"(496, 512)",62.48616027832031,0.3124985694885254
3,AMD14,AMD12,"(496, 512)",62.4947509765625,0.17184686660766602
26,AMD14,NORMAL8,"(496, 512)",62.5790901184082,0.3125
5,AMD14,AMD15,"(496, 512)",62.579925537109375,0.18747210502624512
9,AMD14,AMD5,"(496, 512)",62.593780517578125,0.15627026557922363
11,AMD14,AMD7,"(496, 512)",62.680763244628906,0.2812492847442627
8,AMD14,AMD4,"(496, 512)",62.809932708740234,0.17188668251037598
