,query1,query2,size,siamese_distance,time
12,AMD11,AMD8,"(496, 512)",59.46449661254883,0.16812825202941895
34,AMD11,NORMAL15,"(496, 512)",59.47924041748047,0.312488317489624
29,AMD11,NORMAL1,"(496, 512)",59.51981735229492,0.30530452728271484
31,AMD11,NORMAL12,"(496, 512)",59.541343688964844,0.31493401527404785
36,AMD11,NORMAL3,"(496, 512)",59.541534423828125,0.29925060272216797
3,AMD11,AMD13,"(496, 512)",59.54265594482422,0.18747878074645996
23,AMD11,DME4,"(496, 512)",59.56964874267578,0.2968761920928955
39,AMD11,NORMAL6,"(496, 512)",59.65480041503906,0.2968747615814209
13,AMD11,AMD9,"(496, 512)",59.69404602050781,0.2968754768371582
33,AMD11,NORMAL14,"(496, 512)",59.699127197265625,0.285891056060791
38,AMD11,NORMAL5,"(496, 512)",59.699886322021484,0.2991945743560791
25,AMD11,DME6,"(496, 512)",59.74417495727539,0.3015587329864502
32,AMD11,NORMAL13,"(496, 512)",59.746131896972656,0.2968730926513672
27,AMD11,DME8,"(496, 512)",59.75527572631836,0.2500019073486328
41,AMD11,NORMAL8,"(496, 512)",59.75841522216797,0.31249284744262695
40,AMD11,NORMAL7,"(496, 512)",59.776519775390625,0.30149412155151367
37,AMD11,NORMAL4,"(496, 512)",59.821449279785156,0.29689788818359375
9,AMD11,AMD5,"(496, 512)",59.827152252197266,0.17415452003479004
14,AMD11,DME1,"(496, 512)",59.8794059753418,0.29900264739990234
21,AMD11,DME2,"(496, 512)",59.88908767700195,0.2968757152557373
4,AMD11,AMD14,"(496, 512)",59.89444351196289,0.2837388515472412
26,AMD11,DME7,"(496, 512)",59.895652770996094,0.2500009536743164
35,AMD11,NORMAL2,"(496, 512)",59.897727966308594,0.31455302238464355
30,AMD11,NORMAL10,"(496, 512)",59.92149353027344,0.30504608154296875
42,AMD11,NORMAL9,"(496, 512)",59.9458122253418,0.2989344596862793
20,AMD11,DME15,"(496, 512)",59.94953536987305,0.25456953048706055
18,AMD11,DME13,"(496, 512)",59.965213775634766,0.25206828117370605
17,AMD11,DME12,"(496, 512)",60.06724166870117,0.24999761581420898
10,AMD11,AMD6,"(496, 512)",60.13401794433594,0.17185354232788086
5,AMD11,AMD15,"(496, 512)",60.13972473144531,0.20313215255737305
24,AMD11,DME5,"(496, 512)",60.147281646728516,0.2989382743835449
7,AMD11,AMD3,"(496, 512)",60.174659729003906,0.2031557559967041
28,AMD11,DME9,"(496, 512)",60.17692947387695,0.25235867500305176
8,AMD11,AMD4,"(496, 512)",60.18635177612305,0.18749213218688965
11,AMD11,AMD7,"(496, 512)",60.19617462158203,0.30525660514831543
16,AMD11,DME11,"(496, 512)",60.26580810546875,0.2525360584259033
22,AMD11,DME3,"(496, 512)",60.29582214355469,0.314849853515625
15,AMD11,DME10,"(496, 512)",60.30397033691406,0.1875295639038086
2,AMD11,AMD12,"(496, 512)",60.3253288269043,0.17186737060546875
0,AMD11,AMD1,"(496, 512)",60.46359634399414,0.20312213897705078
19,AMD11,DME14,"(496, 512)",60.537025451660156,0.2500295639038086
6,AMD11,AMD2,"(496, 512)",60.65407943725586,0.20519804954528809
1,AMD11,AMD10,"(496, 512)",60.666927337646484,0.30144214630126953
