,query1,query2,size,siamese_distance
6,NORMAL6,NORMAL1,"(496, 512)",62.05712890625
13,NORMAL6,NORMAL3,"(496, 512)",62.057186126708984
4,NORMAL6,DME5,"(496, 512)",62.057533264160156
9,NORMAL6,NORMAL13,"(496, 512)",62.05753707885742
7,NORMAL6,NORMAL10,"(496, 512)",62.05757141113281
8,NORMAL6,NORMAL12,"(496, 512)",62.057701110839844
16,NORMAL6,NORMAL7,"(496, 512)",62.05789566040039
18,NORMAL6,NORMAL9,"(496, 512)",62.0579833984375
10,NORMAL6,NORMAL14,"(496, 512)",62.05805969238281
12,NORMAL6,NORMAL2,"(496, 512)",62.05854415893555
17,NORMAL6,NORMAL8,"(496, 512)",62.0586051940918
5,NORMAL6,DME6,"(496, 512)",62.058746337890625
14,NORMAL6,NORMAL4,"(496, 512)",62.059425354003906
3,NORMAL6,DME4,"(496, 512)",62.05943298339844
11,NORMAL6,NORMAL15,"(496, 512)",62.059783935546875
0,NORMAL6,DME1,"(496, 512)",62.060726165771484
15,NORMAL6,NORMAL5,"(496, 512)",62.06084442138672
1,NORMAL6,DME2,"(496, 512)",62.06132125854492
2,NORMAL6,DME3,"(496, 512)",62.06592559814453
