,query1,query2,size,siamese_distance
3,NORMAL15,DME4,"(496, 512)",62.05805969238281
8,NORMAL15,NORMAL12,"(496, 512)",62.058441162109375
5,NORMAL15,DME6,"(496, 512)",62.05873489379883
17,NORMAL15,NORMAL8,"(496, 512)",62.05873489379883
6,NORMAL15,NORMAL1,"(496, 512)",62.059600830078125
11,NORMAL15,NORMAL2,"(496, 512)",62.05966567993164
13,NORMAL15,NORMAL4,"(496, 512)",62.05973815917969
15,NORMAL15,NORMAL6,"(496, 512)",62.059783935546875
12,NORMAL15,NORMAL3,"(496, 512)",62.0603141784668
4,NORMAL15,DME5,"(496, 512)",62.06044006347656
16,NORMAL15,NORMAL7,"(496, 512)",62.060569763183594
9,NORMAL15,NORMAL13,"(496, 512)",62.06066131591797
0,NORMAL15,DME1,"(496, 512)",62.06078338623047
7,NORMAL15,NORMAL10,"(496, 512)",62.06095886230469
10,NORMAL15,NORMAL14,"(496, 512)",62.061241149902344
18,NORMAL15,NORMAL9,"(496, 512)",62.06125259399414
14,NORMAL15,NORMAL5,"(496, 512)",62.06151580810547
1,NORMAL15,DME2,"(496, 512)",62.062950134277344
2,NORMAL15,DME3,"(496, 512)",62.06570053100586
