,query1,query2,size,siamese_distance
14,DME1,NORMAL5,"(496, 512)",62.05827713012695
8,DME1,NORMAL13,"(496, 512)",62.0583610534668
4,DME1,DME6,"(496, 512)",62.058502197265625
13,DME1,NORMAL4,"(496, 512)",62.05898666381836
3,DME1,DME5,"(496, 512)",62.05906677246094
18,DME1,NORMAL9,"(496, 512)",62.05909729003906
0,DME1,DME2,"(496, 512)",62.05914306640625
9,DME1,NORMAL14,"(496, 512)",62.059329986572266
17,DME1,NORMAL8,"(496, 512)",62.05939483642578
16,DME1,NORMAL7,"(496, 512)",62.05949020385742
2,DME1,DME4,"(496, 512)",62.060115814208984
12,DME1,NORMAL3,"(496, 512)",62.060245513916016
5,DME1,NORMAL1,"(496, 512)",62.06044387817383
15,DME1,NORMAL6,"(496, 512)",62.060726165771484
10,DME1,NORMAL15,"(496, 512)",62.06078338623047
6,DME1,NORMAL10,"(496, 512)",62.060794830322266
7,DME1,NORMAL12,"(496, 512)",62.061458587646484
11,DME1,NORMAL2,"(496, 512)",62.061981201171875
1,DME1,DME3,"(496, 512)",62.0633430480957
