,query1,query2,size,siamese_distance
18,DME5,NORMAL9,"(496, 512)",62.056541442871094
8,DME5,NORMAL13,"(496, 512)",62.056758880615234
9,DME5,NORMAL14,"(496, 512)",62.05731201171875
12,DME5,NORMAL3,"(496, 512)",62.057315826416016
15,DME5,NORMAL6,"(496, 512)",62.057533264160156
13,DME5,NORMAL4,"(496, 512)",62.057891845703125
4,DME5,DME6,"(496, 512)",62.05805969238281
5,DME5,NORMAL1,"(496, 512)",62.058345794677734
16,DME5,NORMAL7,"(496, 512)",62.05854034423828
6,DME5,NORMAL10,"(496, 512)",62.05863952636719
14,DME5,NORMAL5,"(496, 512)",62.05894088745117
17,DME5,NORMAL8,"(496, 512)",62.05897521972656
0,DME5,DME1,"(496, 512)",62.05906677246094
1,DME5,DME2,"(496, 512)",62.05965042114258
3,DME5,DME4,"(496, 512)",62.06016159057617
7,DME5,NORMAL12,"(496, 512)",62.060176849365234
11,DME5,NORMAL2,"(496, 512)",62.06026077270508
10,DME5,NORMAL15,"(496, 512)",62.06044006347656
2,DME5,DME3,"(496, 512)",62.064754486083984
