,query1,query2,size,siamese_distance
9,NORMAL9,NORMAL13,"(496, 512)",62.05649948120117
4,NORMAL9,DME5,"(496, 512)",62.056541442871094
10,NORMAL9,NORMAL14,"(496, 512)",62.056697845458984
7,NORMAL9,NORMAL10,"(496, 512)",62.05791473388672
16,NORMAL9,NORMAL6,"(496, 512)",62.0579833984375
18,NORMAL9,NORMAL8,"(496, 512)",62.05830764770508
13,NORMAL9,NORMAL3,"(496, 512)",62.05842208862305
15,NORMAL9,NORMAL5,"(496, 512)",62.05846405029297
5,NORMAL9,DME6,"(496, 512)",62.05846405029297
17,NORMAL9,NORMAL7,"(496, 512)",62.05878829956055
14,NORMAL9,NORMAL4,"(496, 512)",62.05889892578125
0,NORMAL9,DME1,"(496, 512)",62.05909729003906
1,NORMAL9,DME2,"(496, 512)",62.05937576293945
6,NORMAL9,NORMAL1,"(496, 512)",62.059444427490234
8,NORMAL9,NORMAL12,"(496, 512)",62.06050491333008
12,NORMAL9,NORMAL2,"(496, 512)",62.0606803894043
3,NORMAL9,DME4,"(496, 512)",62.06095886230469
11,NORMAL9,NORMAL15,"(496, 512)",62.06125259399414
2,NORMAL9,DME3,"(496, 512)",62.06448745727539
