,query1,query2,size,siamese_distance
12,NORMAL1,NORMAL3,"(496, 512)",62.05707931518555
15,NORMAL1,NORMAL6,"(496, 512)",62.05712890625
11,NORMAL1,NORMAL2,"(496, 512)",62.05720138549805
7,NORMAL1,NORMAL12,"(496, 512)",62.05788803100586
16,NORMAL1,NORMAL7,"(496, 512)",62.05796432495117
6,NORMAL1,NORMAL10,"(496, 512)",62.0582160949707
4,NORMAL1,DME5,"(496, 512)",62.058345794677734
8,NORMAL1,NORMAL13,"(496, 512)",62.05860137939453
3,NORMAL1,DME4,"(496, 512)",62.058677673339844
17,NORMAL1,NORMAL8,"(496, 512)",62.05885696411133
9,NORMAL1,NORMAL14,"(496, 512)",62.059120178222656
18,NORMAL1,NORMAL9,"(496, 512)",62.059444427490234
5,NORMAL1,DME6,"(496, 512)",62.05955505371094
10,NORMAL1,NORMAL15,"(496, 512)",62.059600830078125
13,NORMAL1,NORMAL4,"(496, 512)",62.060142517089844
0,NORMAL1,DME1,"(496, 512)",62.06044387817383
14,NORMAL1,NORMAL5,"(496, 512)",62.060848236083984
1,NORMAL1,DME2,"(496, 512)",62.062278747558594
2,NORMAL1,DME3,"(496, 512)",62.06509780883789
