,query1,query2,size,siamese_distance
13,DME11,DME9,"(496, 512)",62.31942367553711
1,DME11,DME10,"(496, 512)",62.325225830078125
4,DME11,DME14,"(496, 512)",62.33175277709961
6,DME11,DME2,"(496, 512)",62.37947082519531
7,DME11,DME3,"(496, 512)",62.42665100097656
3,DME11,DME13,"(496, 512)",62.46306610107422
0,DME11,DME1,"(496, 512)",62.680423736572266
15,DME11,NORMAL10,"(496, 512)",62.68149948120117
11,DME11,DME7,"(496, 512)",62.68205261230469
27,DME11,NORMAL9,"(496, 512)",62.68562698364258
17,DME11,NORMAL13,"(496, 512)",62.6859130859375
12,DME11,DME8,"(496, 512)",62.693973541259766
18,DME11,NORMAL14,"(496, 512)",62.72354507446289
5,DME11,DME15,"(496, 512)",62.75202941894531
9,DME11,DME5,"(496, 512)",62.753684997558594
26,DME11,NORMAL8,"(496, 512)",62.768333435058594
23,DME11,NORMAL5,"(496, 512)",62.79513931274414
22,DME11,NORMAL4,"(496, 512)",62.80510711669922
20,DME11,NORMAL2,"(496, 512)",62.80537414550781
2,DME11,DME12,"(496, 512)",62.82284164428711
10,DME11,DME6,"(496, 512)",62.83564758300781
24,DME11,NORMAL6,"(496, 512)",62.85158157348633
25,DME11,NORMAL7,"(496, 512)",62.867496490478516
19,DME11,NORMAL15,"(496, 512)",62.873863220214844
8,DME11,DME4,"(496, 512)",62.900577545166016
14,DME11,NORMAL1,"(496, 512)",62.90377426147461
21,DME11,NORMAL3,"(496, 512)",62.915931701660156
16,DME11,NORMAL12,"(496, 512)",62.91838073730469
