,query1,query2,size,siamese_distance
28,NORMAL13,NORMAL9,"(496, 512)",62.19404602050781
5,NORMAL13,AMD4,"(496, 512)",62.32646942138672
12,NORMAL13,DME4,"(496, 512)",62.496681213378906
21,NORMAL13,NORMAL2,"(496, 512)",62.54931640625
25,NORMAL13,NORMAL6,"(496, 512)",62.60603713989258
10,NORMAL13,DME2,"(496, 512)",62.7117919921875
23,NORMAL13,NORMAL4,"(496, 512)",62.743507385253906
9,NORMAL13,DME1,"(496, 512)",62.776546478271484
27,NORMAL13,NORMAL8,"(496, 512)",62.78638458251953
18,NORMAL13,NORMAL12,"(496, 512)",62.80024719238281
19,NORMAL13,NORMAL14,"(496, 512)",62.80463790893555
2,NORMAL13,AMD12,"(496, 512)",62.83759689331055
13,NORMAL13,DME5,"(496, 512)",62.87499237060547
14,NORMAL13,DME6,"(496, 512)",62.8961296081543
4,NORMAL13,AMD2,"(496, 512)",62.90708923339844
7,NORMAL13,AMD6,"(496, 512)",62.920875549316406
16,NORMAL13,NORMAL10,"(496, 512)",62.98922348022461
15,NORMAL13,NORMAL1,"(496, 512)",62.99223327636719
20,NORMAL13,NORMAL15,"(496, 512)",63.04104995727539
22,NORMAL13,NORMAL3,"(496, 512)",63.122032165527344
0,NORMAL13,AMD1,"(496, 512)",63.152496337890625
3,NORMAL13,AMD13,"(496, 512)",63.279808044433594
26,NORMAL13,NORMAL7,"(496, 512)",63.34272003173828
8,NORMAL13,AMD8,"(496, 512)",63.38016128540039
6,NORMAL13,AMD5,"(496, 512)",63.394710540771484
24,NORMAL13,NORMAL5,"(496, 512)",63.4488525390625
17,NORMAL13,NORMAL11,"(496, 512)",63.53538131713867
11,NORMAL13,DME3,"(496, 512)",63.79349899291992
1,NORMAL13,AMD11,"(496, 512)",63.88619613647461
