,query1,query2,size,siamese_distance
24,NORMAL8,NORMAL4,"(496, 512)",62.42934036254883
9,NORMAL8,DME1,"(496, 512)",62.44586944580078
16,NORMAL8,NORMAL10,"(496, 512)",62.459407806396484
10,NORMAL8,DME2,"(496, 512)",62.56017303466797
22,NORMAL8,NORMAL2,"(496, 512)",62.63474655151367
26,NORMAL8,NORMAL6,"(496, 512)",62.673553466796875
2,NORMAL8,AMD12,"(496, 512)",62.67665481567383
4,NORMAL8,AMD2,"(496, 512)",62.69937515258789
0,NORMAL8,AMD1,"(496, 512)",62.731624603271484
5,NORMAL8,AMD4,"(496, 512)",62.77717208862305
19,NORMAL8,NORMAL13,"(496, 512)",62.78638458251953
3,NORMAL8,AMD13,"(496, 512)",62.89119338989258
20,NORMAL8,NORMAL14,"(496, 512)",62.90560531616211
12,NORMAL8,DME4,"(496, 512)",62.918251037597656
23,NORMAL8,NORMAL3,"(496, 512)",62.95076370239258
25,NORMAL8,NORMAL5,"(496, 512)",62.99231719970703
17,NORMAL8,NORMAL11,"(496, 512)",63.01387023925781
11,NORMAL8,DME3,"(496, 512)",63.033714294433594
13,NORMAL8,DME5,"(496, 512)",63.07112121582031
28,NORMAL8,NORMAL9,"(496, 512)",63.12777328491211
27,NORMAL8,NORMAL7,"(496, 512)",63.13330078125
15,NORMAL8,NORMAL1,"(496, 512)",63.14019012451172
1,NORMAL8,AMD11,"(496, 512)",63.17560958862305
18,NORMAL8,NORMAL12,"(496, 512)",63.319889068603516
6,NORMAL8,AMD5,"(496, 512)",63.35950469970703
14,NORMAL8,DME6,"(496, 512)",63.403480529785156
21,NORMAL8,NORMAL15,"(496, 512)",63.463958740234375
7,NORMAL8,AMD6,"(496, 512)",63.60010528564453
8,NORMAL8,AMD8,"(496, 512)",63.75397872924805
