,query1,query2,size,siamese_distance
9,NORMAL11,DME1,"(496, 512)",62.63157653808594
24,NORMAL11,NORMAL5,"(496, 512)",62.7856559753418
1,NORMAL11,AMD11,"(496, 512)",62.86865997314453
0,NORMAL11,AMD1,"(496, 512)",62.93082809448242
11,NORMAL11,DME3,"(496, 512)",62.992454528808594
21,NORMAL11,NORMAL2,"(496, 512)",62.997371673583984
27,NORMAL11,NORMAL8,"(496, 512)",63.01387023925781
3,NORMAL11,AMD13,"(496, 512)",63.04580307006836
2,NORMAL11,AMD12,"(496, 512)",63.149871826171875
17,NORMAL11,NORMAL12,"(496, 512)",63.1739387512207
26,NORMAL11,NORMAL7,"(496, 512)",63.197174072265625
23,NORMAL11,NORMAL4,"(496, 512)",63.2280387878418
10,NORMAL11,DME2,"(496, 512)",63.305419921875
22,NORMAL11,NORMAL3,"(496, 512)",63.30935287475586
19,NORMAL11,NORMAL14,"(496, 512)",63.33217239379883
12,NORMAL11,DME4,"(496, 512)",63.44166946411133
25,NORMAL11,NORMAL6,"(496, 512)",63.460289001464844
16,NORMAL11,NORMAL10,"(496, 512)",63.46345520019531
15,NORMAL11,NORMAL1,"(496, 512)",63.47214126586914
4,NORMAL11,AMD2,"(496, 512)",63.482818603515625
13,NORMAL11,DME5,"(496, 512)",63.511024475097656
5,NORMAL11,AMD4,"(496, 512)",63.5232048034668
18,NORMAL11,NORMAL13,"(496, 512)",63.53538131713867
28,NORMAL11,NORMAL9,"(496, 512)",63.651832580566406
20,NORMAL11,NORMAL15,"(496, 512)",63.76655960083008
7,NORMAL11,AMD6,"(496, 512)",63.819644927978516
6,NORMAL11,AMD5,"(496, 512)",63.9610595703125
8,NORMAL11,AMD8,"(496, 512)",64.14730072021484
14,NORMAL11,DME6,"(496, 512)",64.30018615722656
