,query1,query2,size,siamese_distance
3,NORMAL15,AMD13,"(496, 512)",62.508060455322266
21,NORMAL15,NORMAL2,"(496, 512)",62.6008186340332
8,NORMAL15,AMD8,"(496, 512)",62.63340377807617
26,NORMAL15,NORMAL7,"(496, 512)",62.67176055908203
7,NORMAL15,AMD6,"(496, 512)",62.798828125
14,NORMAL15,DME6,"(496, 512)",62.80936050415039
15,NORMAL15,NORMAL1,"(496, 512)",62.827003479003906
22,NORMAL15,NORMAL3,"(496, 512)",62.853355407714844
13,NORMAL15,DME5,"(496, 512)",62.855751037597656
25,NORMAL15,NORMAL6,"(496, 512)",62.94214630126953
12,NORMAL15,DME4,"(496, 512)",62.95636749267578
20,NORMAL15,NORMAL14,"(496, 512)",63.008140563964844
18,NORMAL15,NORMAL12,"(496, 512)",63.00834655761719
6,NORMAL15,AMD5,"(496, 512)",63.037872314453125
19,NORMAL15,NORMAL13,"(496, 512)",63.04104995727539
5,NORMAL15,AMD4,"(496, 512)",63.07958984375
4,NORMAL15,AMD2,"(496, 512)",63.138824462890625
28,NORMAL15,NORMAL9,"(496, 512)",63.29683303833008
27,NORMAL15,NORMAL8,"(496, 512)",63.463958740234375
16,NORMAL15,NORMAL10,"(496, 512)",63.522491455078125
10,NORMAL15,DME2,"(496, 512)",63.673728942871094
23,NORMAL15,NORMAL4,"(496, 512)",63.72479248046875
2,NORMAL15,AMD12,"(496, 512)",63.73138427734375
17,NORMAL15,NORMAL11,"(496, 512)",63.76655960083008
9,NORMAL15,DME1,"(496, 512)",63.89345932006836
24,NORMAL15,NORMAL5,"(496, 512)",64.05890655517578
1,NORMAL15,AMD11,"(496, 512)",64.06088256835938
0,NORMAL15,AMD1,"(496, 512)",64.28264617919922
11,NORMAL15,DME3,"(496, 512)",64.39909362792969
