,query1,query2,size,siamese_distance
12,NORMAL6,DME4,"(496, 512)",62.259639739990234
22,NORMAL6,NORMAL2,"(496, 512)",62.32347106933594
5,NORMAL6,AMD4,"(496, 512)",62.349327087402344
28,NORMAL6,NORMAL9,"(496, 512)",62.510860443115234
18,NORMAL6,NORMAL12,"(496, 512)",62.58891677856445
19,NORMAL6,NORMAL13,"(496, 512)",62.60603713989258
16,NORMAL6,NORMAL10,"(496, 512)",62.65439987182617
27,NORMAL6,NORMAL8,"(496, 512)",62.673553466796875
13,NORMAL6,DME5,"(496, 512)",62.68415832519531
10,NORMAL6,DME2,"(496, 512)",62.78327941894531
24,NORMAL6,NORMAL4,"(496, 512)",62.8121223449707
15,NORMAL6,NORMAL1,"(496, 512)",62.867061614990234
7,NORMAL6,AMD6,"(496, 512)",62.86884689331055
23,NORMAL6,NORMAL3,"(496, 512)",62.91471481323242
14,NORMAL6,DME6,"(496, 512)",62.920616149902344
2,NORMAL6,AMD12,"(496, 512)",62.93126678466797
21,NORMAL6,NORMAL15,"(496, 512)",62.94214630126953
4,NORMAL6,AMD2,"(496, 512)",62.96477508544922
9,NORMAL6,DME1,"(496, 512)",63.05770492553711
20,NORMAL6,NORMAL14,"(496, 512)",63.08012390136719
3,NORMAL6,AMD13,"(496, 512)",63.11900329589844
8,NORMAL6,AMD8,"(496, 512)",63.21037673950195
6,NORMAL6,AMD5,"(496, 512)",63.24517059326172
0,NORMAL6,AMD1,"(496, 512)",63.35939025878906
26,NORMAL6,NORMAL7,"(496, 512)",63.416255950927734
17,NORMAL6,NORMAL11,"(496, 512)",63.460289001464844
25,NORMAL6,NORMAL5,"(496, 512)",63.50288009643555
1,NORMAL6,AMD11,"(496, 512)",63.7142333984375
11,NORMAL6,DME3,"(496, 512)",63.714698791503906
