,query1,query2,size,siamese_distance
24,AMD1,NORMAL5,"(496, 512)",62.59035110473633
8,AMD1,DME1,"(496, 512)",62.714759826660156
27,AMD1,NORMAL8,"(496, 512)",62.731624603271484
9,AMD1,DME2,"(496, 512)",62.76814651489258
1,AMD1,AMD12,"(496, 512)",62.77718734741211
23,AMD1,NORMAL4,"(496, 512)",62.88735580444336
16,AMD1,NORMAL11,"(496, 512)",62.93082809448242
4,AMD1,AMD4,"(496, 512)",63.12224578857422
28,AMD1,NORMAL9,"(496, 512)",63.15060806274414
18,AMD1,NORMAL13,"(496, 512)",63.152496337890625
3,AMD1,AMD2,"(496, 512)",63.19825744628906
12,AMD1,DME5,"(496, 512)",63.2272834777832
15,AMD1,NORMAL10,"(496, 512)",63.23325729370117
10,AMD1,DME3,"(496, 512)",63.26346206665039
0,AMD1,AMD11,"(496, 512)",63.339962005615234
25,AMD1,NORMAL6,"(496, 512)",63.35939025878906
2,AMD1,AMD13,"(496, 512)",63.414981842041016
21,AMD1,NORMAL2,"(496, 512)",63.41548156738281
19,AMD1,NORMAL14,"(496, 512)",63.43147277832031
11,AMD1,DME4,"(496, 512)",63.625186920166016
6,AMD1,AMD6,"(496, 512)",63.6606559753418
17,AMD1,NORMAL12,"(496, 512)",63.7635498046875
26,AMD1,NORMAL7,"(496, 512)",63.84333801269531
22,AMD1,NORMAL3,"(496, 512)",63.891231536865234
5,AMD1,AMD5,"(496, 512)",63.938438415527344
14,AMD1,NORMAL1,"(496, 512)",63.99909210205078
13,AMD1,DME6,"(496, 512)",64.07024383544922
20,AMD1,NORMAL15,"(496, 512)",64.28264617919922
7,AMD1,AMD8,"(496, 512)",64.61071014404297
