,query1,query2,size,siamese_distance
9,AMD12,DME2,"(496, 512)",62.510498046875
8,AMD12,DME1,"(496, 512)",62.62353515625
27,AMD12,NORMAL8,"(496, 512)",62.67665481567383
0,AMD12,AMD1,"(496, 512)",62.77718734741211
23,AMD12,NORMAL4,"(496, 512)",62.83002471923828
4,AMD12,AMD4,"(496, 512)",62.83484649658203
18,AMD12,NORMAL13,"(496, 512)",62.83759689331055
2,AMD12,AMD13,"(496, 512)",62.84630584716797
12,AMD12,DME5,"(496, 512)",62.883663177490234
25,AMD12,NORMAL6,"(496, 512)",62.93126678466797
3,AMD12,AMD2,"(496, 512)",62.96428298950195
28,AMD12,NORMAL9,"(496, 512)",62.97268295288086
21,AMD12,NORMAL2,"(496, 512)",63.0041618347168
19,AMD12,NORMAL14,"(496, 512)",63.01801681518555
1,AMD12,AMD11,"(496, 512)",63.030250549316406
24,AMD12,NORMAL5,"(496, 512)",63.041385650634766
16,AMD12,NORMAL11,"(496, 512)",63.149871826171875
6,AMD12,AMD6,"(496, 512)",63.156978607177734
26,AMD12,NORMAL7,"(496, 512)",63.173160552978516
11,AMD12,DME4,"(496, 512)",63.176292419433594
17,AMD12,NORMAL12,"(496, 512)",63.39535903930664
22,AMD12,NORMAL3,"(496, 512)",63.39662551879883
14,AMD12,NORMAL1,"(496, 512)",63.478599548339844
10,AMD12,DME3,"(496, 512)",63.553558349609375
5,AMD12,AMD5,"(496, 512)",63.565792083740234
15,AMD12,NORMAL10,"(496, 512)",63.61069869995117
20,AMD12,NORMAL15,"(496, 512)",63.73138427734375
13,AMD12,DME6,"(496, 512)",63.7427978515625
7,AMD12,AMD8,"(496, 512)",63.96306610107422
