,query1,query2,size,siamese_distance
18,NORMAL2,NORMAL12,"(496, 512)",62.237762451171875
6,NORMAL2,AMD5,"(496, 512)",62.24013137817383
3,NORMAL2,AMD13,"(496, 512)",62.285911560058594
25,NORMAL2,NORMAL6,"(496, 512)",62.32347106933594
13,NORMAL2,DME5,"(496, 512)",62.34126281738281
4,NORMAL2,AMD2,"(496, 512)",62.34223175048828
28,NORMAL2,NORMAL9,"(496, 512)",62.48210525512695
12,NORMAL2,DME4,"(496, 512)",62.51666259765625
26,NORMAL2,NORMAL7,"(496, 512)",62.520263671875
20,NORMAL2,NORMAL14,"(496, 512)",62.5355224609375
19,NORMAL2,NORMAL13,"(496, 512)",62.54931640625
16,NORMAL2,NORMAL10,"(496, 512)",62.570682525634766
5,NORMAL2,AMD4,"(496, 512)",62.600563049316406
21,NORMAL2,NORMAL15,"(496, 512)",62.6008186340332
15,NORMAL2,NORMAL1,"(496, 512)",62.609127044677734
27,NORMAL2,NORMAL8,"(496, 512)",62.63474655151367
22,NORMAL2,NORMAL3,"(496, 512)",62.65380859375
10,NORMAL2,DME2,"(496, 512)",62.72140121459961
7,NORMAL2,AMD6,"(496, 512)",62.75042724609375
23,NORMAL2,NORMAL4,"(496, 512)",62.860050201416016
14,NORMAL2,DME6,"(496, 512)",62.892539978027344
17,NORMAL2,NORMAL11,"(496, 512)",62.997371673583984
2,NORMAL2,AMD12,"(496, 512)",63.0041618347168
8,NORMAL2,AMD8,"(496, 512)",63.060768127441406
9,NORMAL2,DME1,"(496, 512)",63.131900787353516
0,NORMAL2,AMD1,"(496, 512)",63.41548156738281
24,NORMAL2,NORMAL5,"(496, 512)",63.42924118041992
11,NORMAL2,DME3,"(496, 512)",63.510372161865234
1,NORMAL2,AMD11,"(496, 512)",63.61237335205078
