,query1,query2,size,siamese_distance
8,NORMAL7,DME3,"(496, 512)",60.0450553894043
2,NORMAL7,DME11,"(496, 512)",60.466407775878906
1,NORMAL7,DME10,"(496, 512)",60.662933349609375
5,NORMAL7,DME14,"(496, 512)",60.803531646728516
7,NORMAL7,DME2,"(496, 512)",60.90245819091797
14,NORMAL7,DME9,"(496, 512)",60.99601364135742
4,NORMAL7,DME13,"(496, 512)",61.20277786254883
13,NORMAL7,DME8,"(496, 512)",61.48133087158203
0,NORMAL7,DME1,"(496, 512)",61.513919830322266
20,NORMAL7,NORMAL15,"(496, 512)",61.55916213989258
26,NORMAL7,NORMAL8,"(496, 512)",61.56277084350586
17,NORMAL7,NORMAL12,"(496, 512)",61.57374954223633
24,NORMAL7,NORMAL5,"(496, 512)",61.57986831665039
9,NORMAL7,DME4,"(496, 512)",61.58920669555664
23,NORMAL7,NORMAL4,"(496, 512)",61.66304016113281
11,NORMAL7,DME6,"(496, 512)",61.674076080322266
19,NORMAL7,NORMAL14,"(496, 512)",61.731849670410156
16,NORMAL7,NORMAL10,"(496, 512)",61.76646423339844
18,NORMAL7,NORMAL13,"(496, 512)",61.788841247558594
6,NORMAL7,DME15,"(496, 512)",61.811073303222656
12,NORMAL7,DME7,"(496, 512)",61.81382369995117
27,NORMAL7,NORMAL9,"(496, 512)",61.8256721496582
15,NORMAL7,NORMAL1,"(496, 512)",61.85601806640625
21,NORMAL7,NORMAL2,"(496, 512)",61.856754302978516
25,NORMAL7,NORMAL6,"(496, 512)",61.870113372802734
10,NORMAL7,DME5,"(496, 512)",61.88437271118164
3,NORMAL7,DME12,"(496, 512)",61.890296936035156
22,NORMAL7,NORMAL3,"(496, 512)",61.95928955078125
