,query1,query2,size,siamese_distance
20,DME11,NORMAL2,"(496, 512)",60.06390380859375
14,DME11,NORMAL1,"(496, 512)",60.200984954833984
16,DME11,NORMAL12,"(496, 512)",60.20277404785156
19,DME11,NORMAL15,"(496, 512)",60.2792854309082
8,DME11,DME4,"(496, 512)",60.29361343383789
21,DME11,NORMAL3,"(496, 512)",60.353416442871094
15,DME11,NORMAL10,"(496, 512)",60.38100814819336
24,DME11,NORMAL6,"(496, 512)",60.387176513671875
26,DME11,NORMAL8,"(496, 512)",60.39060592651367
25,DME11,NORMAL7,"(496, 512)",60.466407775878906
10,DME11,DME6,"(496, 512)",60.59003829956055
9,DME11,DME5,"(496, 512)",60.70451354980469
2,DME11,DME12,"(496, 512)",60.70888137817383
22,DME11,NORMAL4,"(496, 512)",60.7618408203125
27,DME11,NORMAL9,"(496, 512)",60.7679443359375
17,DME11,NORMAL13,"(496, 512)",60.8471565246582
18,DME11,NORMAL14,"(496, 512)",60.8515510559082
11,DME11,DME7,"(496, 512)",60.875553131103516
5,DME11,DME15,"(496, 512)",60.95946502685547
23,DME11,NORMAL5,"(496, 512)",61.123016357421875
0,DME11,DME1,"(496, 512)",61.13716125488281
7,DME11,DME3,"(496, 512)",61.16666793823242
12,DME11,DME8,"(496, 512)",61.20557403564453
3,DME11,DME13,"(496, 512)",61.46430206298828
6,DME11,DME2,"(496, 512)",61.69342803955078
4,DME11,DME14,"(496, 512)",61.714637756347656
13,DME11,DME9,"(496, 512)",61.80032730102539
1,DME11,DME10,"(496, 512)",61.90230178833008
