,query1,query2,size,siamese_distance
7,DME15,DME3,"(496, 512)",60.29972457885742
2,DME15,DME11,"(496, 512)",60.95946502685547
5,DME15,DME14,"(496, 512)",61.08238983154297
1,DME15,DME10,"(496, 512)",61.12361145019531
20,DME15,NORMAL2,"(496, 512)",61.318485260009766
13,DME15,DME9,"(496, 512)",61.41551971435547
6,DME15,DME2,"(496, 512)",61.434112548828125
14,DME15,NORMAL1,"(496, 512)",61.501495361328125
16,DME15,NORMAL12,"(496, 512)",61.54859924316406
21,DME15,NORMAL3,"(496, 512)",61.59009552001953
24,DME15,NORMAL6,"(496, 512)",61.67372131347656
15,DME15,NORMAL10,"(496, 512)",61.68413162231445
4,DME15,DME13,"(496, 512)",61.7015380859375
18,DME15,NORMAL14,"(496, 512)",61.7016716003418
8,DME15,DME4,"(496, 512)",61.715980529785156
19,DME15,NORMAL15,"(496, 512)",61.779293060302734
25,DME15,NORMAL7,"(496, 512)",61.811073303222656
27,DME15,NORMAL9,"(496, 512)",61.84743881225586
17,DME15,NORMAL13,"(496, 512)",61.85807800292969
23,DME15,NORMAL5,"(496, 512)",61.92305374145508
26,DME15,NORMAL8,"(496, 512)",61.937095642089844
12,DME15,DME8,"(496, 512)",61.954349517822266
0,DME15,DME1,"(496, 512)",61.97554016113281
10,DME15,DME6,"(496, 512)",61.98876953125
9,DME15,DME5,"(496, 512)",62.017208099365234
3,DME15,DME12,"(496, 512)",62.088584899902344
11,DME15,DME7,"(496, 512)",62.09269714355469
22,DME15,NORMAL4,"(496, 512)",62.10920333862305
