,query1,query2,size,siamese_distance
8,DME8,DME3,"(496, 512)",60.48636245727539
20,DME8,NORMAL2,"(496, 512)",61.04437255859375
2,DME8,DME11,"(496, 512)",61.20557403564453
16,DME8,NORMAL12,"(496, 512)",61.2469596862793
5,DME8,DME14,"(496, 512)",61.25192642211914
1,DME8,DME10,"(496, 512)",61.25385665893555
14,DME8,NORMAL1,"(496, 512)",61.25456237792969
9,DME8,DME4,"(496, 512)",61.301761627197266
21,DME8,NORMAL3,"(496, 512)",61.316158294677734
15,DME8,NORMAL10,"(496, 512)",61.3802375793457
24,DME8,NORMAL6,"(496, 512)",61.397865295410156
19,DME8,NORMAL15,"(496, 512)",61.40100860595703
25,DME8,NORMAL7,"(496, 512)",61.48133087158203
26,DME8,NORMAL8,"(496, 512)",61.53022384643555
13,DME8,DME9,"(496, 512)",61.61444854736328
11,DME8,DME6,"(496, 512)",61.61943054199219
7,DME8,DME2,"(496, 512)",61.68658447265625
12,DME8,DME7,"(496, 512)",61.72508239746094
17,DME8,NORMAL13,"(496, 512)",61.72569274902344
18,DME8,NORMAL14,"(496, 512)",61.726470947265625
27,DME8,NORMAL9,"(496, 512)",61.774658203125
10,DME8,DME5,"(496, 512)",61.794288635253906
22,DME8,NORMAL4,"(496, 512)",61.805809020996094
3,DME8,DME12,"(496, 512)",61.86012268066406
4,DME8,DME13,"(496, 512)",61.92805099487305
6,DME8,DME15,"(496, 512)",61.954349517822266
0,DME8,DME1,"(496, 512)",62.02239990234375
23,DME8,NORMAL5,"(496, 512)",62.03056716918945
