,query1,query2,size,siamese_distance,time
15,DME8,DME1,"(496, 512)",63.186832427978516,0.2968759536743164
19,DME8,DME13,"(496, 512)",63.46432113647461,0.24999594688415527
21,DME8,DME15,"(496, 512)",63.484580993652344,0.2344062328338623
11,DME8,AMD6,"(496, 512)",63.63801956176758,0.1719045639038086
27,DME8,DME7,"(496, 512)",63.688621520996094,0.2500007152557373
5,DME8,AMD14,"(496, 512)",63.70088577270508,0.2968769073486328
18,DME8,DME12,"(496, 512)",63.71099853515625,0.25002479553222656
26,DME8,DME6,"(496, 512)",63.74943542480469,0.296875
14,DME8,AMD9,"(496, 512)",63.791664123535156,0.29685401916503906
28,DME8,DME9,"(496, 512)",63.80674743652344,0.2500159740447998
25,DME8,DME5,"(496, 512)",63.83021545410156,0.29685211181640625
22,DME8,DME2,"(496, 512)",63.852508544921875,0.2968461513519287
13,DME8,AMD8,"(496, 512)",63.9560432434082,0.17187261581420898
9,DME8,AMD4,"(496, 512)",64.0214614868164,0.1874985694885254
10,DME8,AMD5,"(496, 512)",64.09795379638672,0.1875014305114746
3,DME8,AMD12,"(496, 512)",64.10415649414062,0.17186260223388672
24,DME8,DME4,"(496, 512)",64.13145446777344,0.2968759536743164
4,DME8,AMD13,"(496, 512)",64.1772232055664,0.1718754768371582
20,DME8,DME14,"(496, 512)",64.25360107421875,0.24997901916503906
6,DME8,AMD15,"(496, 512)",64.27276611328125,0.20314550399780273
16,DME8,DME10,"(496, 512)",64.60499572753906,0.1718740463256836
17,DME8,DME11,"(496, 512)",64.70783233642578,0.2500002384185791
0,DME8,AMD1,"(496, 512)",64.71754455566406,0.21876192092895508
12,DME8,AMD7,"(496, 512)",64.85486602783203,0.29686689376831055
7,DME8,AMD2,"(496, 512)",65.1136245727539,0.20310235023498535
23,DME8,DME3,"(496, 512)",65.12397003173828,0.29689478874206543
2,DME8,AMD11,"(496, 512)",65.32775115966797,0.18748784065246582
1,DME8,AMD10,"(496, 512)",66.18109130859375,0.28125953674316406
8,DME8,AMD3,"(496, 512)",66.35602569580078,0.1875016689300537
