,query1,query2,size,siamese_distance
13,NORMAL8,NORMAL3,"(496, 512)",62.315303802490234
0,NORMAL8,DME1,"(496, 512)",62.320396423339844
10,NORMAL8,NORMAL14,"(496, 512)",62.32056427001953
2,NORMAL8,DME3,"(496, 512)",62.32065200805664
7,NORMAL8,NORMAL10,"(496, 512)",62.32067108154297
6,NORMAL8,NORMAL1,"(496, 512)",62.321136474609375
1,NORMAL8,DME2,"(496, 512)",62.32128143310547
8,NORMAL8,NORMAL12,"(496, 512)",62.32145309448242
14,NORMAL8,NORMAL4,"(496, 512)",62.32157516479492
9,NORMAL8,NORMAL13,"(496, 512)",62.3221321105957
4,NORMAL8,DME5,"(496, 512)",62.32225036621094
12,NORMAL8,NORMAL2,"(496, 512)",62.32244873046875
15,NORMAL8,NORMAL5,"(496, 512)",62.32257843017578
17,NORMAL8,NORMAL7,"(496, 512)",62.323204040527344
5,NORMAL8,DME6,"(496, 512)",62.323909759521484
16,NORMAL8,NORMAL6,"(496, 512)",62.32550048828125
3,NORMAL8,DME4,"(496, 512)",62.3262939453125
11,NORMAL8,NORMAL15,"(496, 512)",62.32637023925781
18,NORMAL8,NORMAL9,"(496, 512)",62.32668685913086
