,query1,query2,size,siamese_distance
7,NORMAL10,NORMAL12,"(496, 512)",62.31808090209961
1,NORMAL10,DME2,"(496, 512)",62.31809997558594
10,NORMAL10,NORMAL15,"(496, 512)",62.3181037902832
3,NORMAL10,DME4,"(496, 512)",62.3181037902832
5,NORMAL10,DME6,"(496, 512)",62.3181037902832
0,NORMAL10,DME1,"(496, 512)",62.31810760498047
9,NORMAL10,NORMAL14,"(496, 512)",62.31810760498047
4,NORMAL10,DME5,"(496, 512)",62.31810760498047
6,NORMAL10,NORMAL1,"(496, 512)",62.31810760498047
2,NORMAL10,DME3,"(496, 512)",62.318111419677734
8,NORMAL10,NORMAL13,"(496, 512)",62.318119049072266
12,NORMAL10,NORMAL3,"(496, 512)",62.319332122802734
15,NORMAL10,NORMAL6,"(496, 512)",62.319332122802734
16,NORMAL10,NORMAL7,"(496, 512)",62.31998825073242
11,NORMAL10,NORMAL2,"(496, 512)",62.32160568237305
17,NORMAL10,NORMAL8,"(496, 512)",62.32182693481445
14,NORMAL10,NORMAL5,"(496, 512)",62.32194900512695
18,NORMAL10,NORMAL9,"(496, 512)",62.322261810302734
13,NORMAL10,NORMAL4,"(496, 512)",62.32612228393555
