,query1,query2,size,siamese_distance
17,DME3,NORMAL8,"(496, 512)",62.322689056396484
18,DME3,NORMAL9,"(496, 512)",62.32270050048828
16,DME3,NORMAL7,"(496, 512)",62.32270050048828
4,DME3,DME6,"(496, 512)",62.32343292236328
13,DME3,NORMAL4,"(496, 512)",62.32358932495117
3,DME3,DME5,"(496, 512)",62.324764251708984
0,DME3,DME1,"(496, 512)",62.324771881103516
1,DME3,DME2,"(496, 512)",62.32477569580078
2,DME3,DME4,"(496, 512)",62.32479476928711
12,DME3,NORMAL3,"(496, 512)",62.328643798828125
9,DME3,NORMAL14,"(496, 512)",62.328643798828125
5,DME3,NORMAL1,"(496, 512)",62.328651428222656
10,DME3,NORMAL15,"(496, 512)",62.328651428222656
14,DME3,NORMAL5,"(496, 512)",62.328651428222656
15,DME3,NORMAL6,"(496, 512)",62.328651428222656
8,DME3,NORMAL13,"(496, 512)",62.32865905761719
7,DME3,NORMAL12,"(496, 512)",62.32866668701172
6,DME3,NORMAL10,"(496, 512)",62.32866668701172
11,DME3,NORMAL2,"(496, 512)",62.32867431640625
