,query1,query2,size,siamese_distance
0,NORMAL5,DME1,"(496, 512)",62.31864929199219
10,NORMAL5,NORMAL14,"(496, 512)",62.319679260253906
13,NORMAL5,NORMAL3,"(496, 512)",62.31968688964844
8,NORMAL5,NORMAL12,"(496, 512)",62.31987762451172
9,NORMAL5,NORMAL13,"(496, 512)",62.31987762451172
15,NORMAL5,NORMAL6,"(496, 512)",62.31999969482422
7,NORMAL5,NORMAL10,"(496, 512)",62.32098388671875
11,NORMAL5,NORMAL15,"(496, 512)",62.321014404296875
12,NORMAL5,NORMAL2,"(496, 512)",62.32102584838867
1,NORMAL5,DME2,"(496, 512)",62.321067810058594
18,NORMAL5,NORMAL9,"(496, 512)",62.32156753540039
14,NORMAL5,NORMAL4,"(496, 512)",62.32200622558594
17,NORMAL5,NORMAL8,"(496, 512)",62.32218933105469
4,NORMAL5,DME5,"(496, 512)",62.32223892211914
16,NORMAL5,NORMAL7,"(496, 512)",62.32319641113281
6,NORMAL5,NORMAL1,"(496, 512)",62.32325744628906
5,NORMAL5,DME6,"(496, 512)",62.323265075683594
2,NORMAL5,DME3,"(496, 512)",62.324554443359375
3,NORMAL5,DME4,"(496, 512)",62.32620620727539
