,query1,query2,size,siamese_distance
12,DME6,NORMAL3,"(496, 512)",62.31808090209961
11,DME6,NORMAL2,"(496, 512)",62.31809616088867
10,DME6,NORMAL15,"(496, 512)",62.31809616088867
18,DME6,NORMAL9,"(496, 512)",62.31809997558594
13,DME6,NORMAL4,"(496, 512)",62.3181037902832
15,DME6,NORMAL6,"(496, 512)",62.31810760498047
17,DME6,NORMAL8,"(496, 512)",62.31810760498047
14,DME6,NORMAL5,"(496, 512)",62.318111419677734
16,DME6,NORMAL7,"(496, 512)",62.318119049072266
9,DME6,NORMAL14,"(496, 512)",62.31813049316406
6,DME6,NORMAL10,"(496, 512)",62.32279586791992
3,DME6,DME4,"(496, 512)",62.32279586791992
7,DME6,NORMAL12,"(496, 512)",62.32280349731445
5,DME6,NORMAL1,"(496, 512)",62.32280349731445
2,DME6,DME3,"(496, 512)",62.32280349731445
4,DME6,DME5,"(496, 512)",62.322811126708984
8,DME6,NORMAL13,"(496, 512)",62.32695007324219
1,DME6,DME2,"(496, 512)",62.32802963256836
0,DME6,DME1,"(496, 512)",62.32805252075195
